      P(bar)          T(K)        Rho(k_gm-3)
  7988.27588       990.564          272.42999
  7976.55566       990.172          272.14001
  7964.84814       989.779          271.85001
  7953.15283       989.387          271.56000
  7941.47021       988.994          271.26999
  7929.80029       988.601          270.97000
  7918.14258       988.209          270.67999
  7906.49707       987.816          270.39001
  7894.86523       987.423          270.10001
  7883.24463       987.031          269.81000
  7871.63721       986.638          269.51999
  7860.04248       986.245          269.23001
  7848.45947       985.852          268.94000
  7836.88965       985.459          268.64999
  7825.33203       985.067          268.35999
  7813.78711       984.674          268.07999
  7802.25391       984.281          267.79001
  7790.73340       983.888          267.50000
  7779.22559       983.495          267.20999
  7767.72998       983.102          266.92001
  7756.24707       982.709          266.63000
  7744.77637       982.316          266.35001
  7733.31787       981.923          266.06000
  7721.87207       981.530          265.76999
  7710.43799       981.137          265.48001
  7699.01709       980.744          265.20001
  7687.60791       980.351          264.91000
  7676.21143       979.958          264.62000
  7664.82666       979.565          264.34000
  7653.45557       979.172          264.04999
  7642.09521       978.779          263.76001
  7630.74805       978.386          263.48001
  7619.41309       977.992          263.19000
  7608.09082       977.599          262.91000
  7596.78027       977.206          262.62000
  7585.48242       976.813          262.34000
  7574.19580       976.420          262.04999
  7562.92236       976.026          261.76999
  7551.66064       975.633          261.48001
  7540.41211       975.240          261.20001
  7529.17480       974.846          260.92001
  7517.95020       974.453          260.63000
  7506.73779       974.060          260.35001
  7495.53711       973.666          260.06000
  7484.34961       973.273          259.78000
  7473.17383       972.880          259.50000
  7462.00977       972.486          259.20999
  7450.85840       972.093          258.92999
  7439.71924       971.699          258.64999
  7428.59131       971.306          258.37000
  7417.47656       970.912          258.09000
  7406.37354       970.519          257.79999
  7395.28271       970.125          257.51999
  7384.20410       969.731          257.23999
  7373.13721       969.338          256.95999
  7362.08301       968.944          256.67999
  7351.04053       968.551          256.39999
  7340.01025       968.157          256.12000
  7328.99219       967.763          255.84000
  7317.98584       967.370          255.56000
  7306.99121       966.976          255.28000
  7296.00977       966.582          255.00000
  7285.03955       966.188          254.72000
  7274.08105       965.794          254.44000
  7263.13525       965.401          254.16000
  7252.20166       965.007          253.88000
  7241.27930       964.613          253.60001
  7230.36914       964.219          253.32001
  7219.47119       963.825          253.03999
  7208.58545       963.431          252.77000
  7197.71143       963.037          252.49001
  7186.84912       962.643          252.21001
  7175.99951       962.250          251.92999
  7165.16162       961.856          251.64999
  7154.33545       961.462          251.38000
  7143.52051       961.068          251.10001
  7132.71875       960.674          250.82001
  7121.92773       960.279          250.55000
  7111.14941       959.885          250.27000
  7100.38281       959.491          249.99001
  7089.62793       959.097          249.72000
  7078.88525       958.703          249.44000
  7068.15430       958.309          249.17000
  7057.43506       957.915          248.89000
  7046.72754       957.521          248.61000
  7036.03223       957.126          248.34000
  7025.34863       956.732          248.06000
  7014.67725       956.338          247.78999
  7004.01660       955.943          247.52000
  6993.36914       955.549          247.24001
  6982.73193       955.155          246.97000
  6972.10840       954.760          246.69000
  6961.49512       954.366          246.42000
  6950.89404       953.972          246.14999
  6940.30469       953.577          245.87000
  6929.72754       953.183          245.60001
  6919.16162       952.789          245.33000
  6908.60791       952.394          245.05000
  6898.06592       952.000          244.78000
  6887.53516       951.605          244.50999
  6877.01611       951.211          244.24001
  6866.50928       950.816          243.96001
  6856.01416       950.421          243.69000
  6845.53027       950.027          243.42000
  6835.05859       949.632          243.14999
  6824.59766       949.238          242.88000
  6814.14893       948.843          242.61000
  6803.71240       948.448          242.34000
  6793.28711       948.054          242.07001
  6782.87354       947.659          241.80000
  6772.47119       947.264          241.53000
  6762.08057       946.869          241.25999
  6751.70264       946.475          240.99001
  6741.33496       946.080          240.72000
  6730.97900       945.685          240.45000
  6720.63574       945.290          240.17999
  6710.30273       944.895          239.91000
  6699.98193       944.501          239.64000
  6689.67285       944.106          239.37000
  6679.37549       943.711          239.10001
  6669.08936       943.316          238.83000
  6658.81396       942.921          238.57001
  6648.55127       942.526          238.30000
  6638.29932       942.131          238.03000
  6628.05957       941.736          237.75999
  6617.83105       941.341          237.50000
  6607.61426       940.946          237.23000
  6597.40869       940.551          236.96001
  6587.21484       940.156          236.69000
  6577.03223       939.761          236.42999
  6566.86084       939.365          236.16000
  6556.70166       938.970          235.89999
  6546.55273       938.575          235.63000
  6536.41650       938.180          235.36000
  6526.29102       937.785          235.10001
  6516.17725       937.389          234.83000
  6506.07471       936.994          234.57001
  6495.98340       936.599          234.30000
  6485.90381       936.204          234.03999
  6475.83545       935.808          233.77000
  6465.77832       935.413          233.50999
  6455.73291       935.018          233.24001
  6445.69922       934.622          232.98000
  6435.67627       934.227          232.72000
  6425.66504       933.831          232.46001
  6415.66504       933.436          232.19000
  6405.67627       933.041          231.92999
  6395.69873       932.645          231.66000
  6385.73242       932.250          231.39999
  6375.77783       931.854          231.14000
  6365.83447       931.458          230.88000
  6355.90186       931.063          230.61000
  6345.98145       930.667          230.35001
  6336.07178       930.272          230.09000
  6326.17334       929.876          229.83000
  6316.28613       929.480          229.57001
  6306.41016       929.085          229.31000
  6296.54590       928.689          229.03999
  6286.69238       928.293          228.78000
  6276.85059       927.898          228.52000
  6267.01953       927.502          228.25999
  6257.20020       927.106          228.00000
  6247.39160       926.710          227.74001
  6237.59424       926.315          227.48000
  6227.80811       925.919          227.22000
  6218.03271       925.523          226.96001
  6208.26953       925.127          226.70000
  6198.51660       924.731          226.44000
  6188.77490       924.335          226.19000
  6179.04492       923.939          225.92000
  6169.32568       923.543          225.67000
  6159.61816       923.147          225.41000
  6149.92041       922.751          225.14999
  6140.23486       922.355          224.89000
  6130.56006       921.959          224.64000
  6120.89648       921.563          224.38000
  6111.24414       921.167          224.12000
  6101.60254       920.771          223.86000
  6091.97266       920.375          223.61000
  6082.35352       919.979          223.35001
  6072.74512       919.583          223.09000
  6063.14746       919.186          222.83000
  6053.56152       918.790          222.58000
  6043.98633       918.394          222.32001
  6034.42236       917.998          222.07001
  6024.86914       917.601          221.81000
  6015.32666       917.205          221.55000
  6005.79590       916.809          221.30000
  5996.27588       916.412          221.03999
  5986.76660       916.016          220.78999
  5977.26855       915.620          220.53000
  5967.78125       915.223          220.28000
  5958.30518       914.827          220.02000
  5948.83984       914.430          219.77000
  5939.38574       914.034          219.52000
  5929.94238       913.638          219.25999
  5920.51025       913.241          219.00999
  5911.08789       912.844          218.75999
  5901.67725       912.448          218.50000
  5892.27783       912.051          218.25000
  5882.88916       911.655          218.00000
  5873.51123       911.258          217.74001
  5864.14404       910.862          217.49001
  5854.78760       910.465          217.24001
  5845.44238       910.068          216.98000
  5836.10840       909.672          216.73000
  5826.78467       909.275          216.48000
  5817.47119       908.878          216.23000
  5808.16943       908.481          215.98000
  5798.87793       908.085          215.73000
  5789.59814       907.688          215.48000
  5780.32813       907.291          215.22000
  5771.06934       906.894          214.98000
  5761.82129       906.497          214.72000
  5752.58447       906.100          214.47000
  5743.35791       905.704          214.22000
  5734.14258       905.307          213.97000
  5724.93750       904.910          213.72000
  5715.74316       904.513          213.47000
  5706.56006       904.116          213.23000
  5697.38770       903.719          212.98000
  5688.22510       903.322          212.73000
  5679.07373       902.925          212.48000
  5669.93359       902.528          212.23000
  5660.80371       902.131          211.98000
  5651.68457       901.733          211.73000
  5642.57617       901.336          211.49001
  5633.47852       900.939          211.24001
  5624.39111       900.542          210.99001
  5615.31445       900.145          210.74001
  5606.24902       899.748          210.49001
  5597.19336       899.350          210.25000
  5588.14893       898.953          210.00000
  5579.11572       898.556          209.75000
  5570.09229       898.159          209.50999
  5561.07959       897.761          209.25999
  5552.07764       897.364          209.00999
  5543.08594       896.967          208.77000
  5534.10498       896.569          208.52000
  5525.13477       896.172          208.28000
  5516.17480       895.774          208.03000
  5507.22559       895.377          207.78000
  5498.28760       894.979          207.53999
  5489.35938       894.582          207.30000
  5480.44141       894.184          207.05000
  5471.53467       893.787          206.81000
  5462.63818       893.389          206.56000
  5453.75244       892.992          206.32001
  5444.87695       892.594          206.07001
  5436.01172       892.197          205.83000
  5427.15723       891.799          205.59000
  5418.31299       891.401          205.34000
  5409.47949       891.004          205.10001
  5400.65674       890.606          204.86000
  5391.84375       890.208          204.61000
  5383.04199       889.810          204.37000
  5374.25000       889.413          204.13000
  5365.46924       889.015          203.89000
  5356.69824       888.617          203.64000
  5347.93799       888.219          203.39999
  5339.18799       887.821          203.16000
  5330.44824       887.424          202.92000
  5321.71924       887.026          202.67999
  5313.00049       886.628          202.44000
  5304.29199       886.230          202.19000
  5295.59375       885.832          201.95000
  5286.90625       885.434          201.71001
  5278.22900       885.036          201.47000
  5269.56201       884.638          201.23000
  5260.90527       884.240          200.99001
  5252.25879       883.842          200.75000
  5243.62256       883.444          200.50999
  5234.99707       883.046          200.27000
  5226.38184       882.648          200.03000
  5217.77686       882.250          199.78999
  5209.18213       881.851          199.56000
  5200.59766       881.453          199.32001
  5192.02344       881.055          199.08000
  5183.45947       880.657          198.84000
  5174.90576       880.259          198.60001
  5166.36230       879.860          198.36000
  5157.82910       879.462          198.12000
  5149.30615       879.064          197.89000
  5140.79346       878.665          197.64999
  5132.29102       878.267          197.41000
  5123.79883       877.869          197.17000
  5115.31689       877.470          196.94000
  5106.84473       877.072          196.70000
  5098.38330       876.673          196.46001
  5089.93164       876.275          196.23000
  5081.49072       875.876          195.99001
  5073.05908       875.478          195.75999
  5064.63818       875.079          195.52000
  5056.22754       874.681          195.28000
  5047.82666       874.282          195.05000
  5039.43604       873.884          194.81000
  5031.05615       873.485          194.58000
  5022.68555       873.087          194.34000
  5014.32568       872.688          194.11000
  5005.97559       872.289          193.87000
  4997.63525       871.891          193.64000
  4989.30518       871.492          193.39999
  4980.98584       871.093          193.17000
  4972.67578       870.694          192.94000
  4964.37646       870.296          192.70000
  4956.08691       869.897          192.47000
  4947.80713       869.498          192.23000
  4939.53760       869.099          192.00000
  4931.27832       868.700          191.77000
  4923.02832       868.302          191.53999
  4914.78906       867.903          191.30000
  4906.55957       867.504          191.07001
  4898.34033       867.105          190.84000
  4890.13086       866.706          190.61000
  4881.93164       866.307          190.37000
  4873.74219       865.908          190.14000
  4865.56250       865.509          189.91000
  4857.39307       865.110          189.67999
  4849.23340       864.711          189.45000
  4841.08398       864.312          189.22000
  4832.94385       863.913          188.99001
  4824.81445       863.513          188.75999
  4816.69482       863.114          188.53000
  4808.58447       862.715          188.30000
  4800.48486       862.316          188.07001
  4792.39453       861.917          187.83000
  4784.31445       861.518          187.60001
  4776.24414       861.118          187.37000
  4768.18359       860.719          187.14999
  4760.13330       860.320          186.92000
  4752.09229       859.920          186.69000
  4744.06152       859.521          186.46001
  4736.04053       859.122          186.23000
  4728.02930       858.722          186.00000
  4720.02832       858.323          185.77000
  4712.03662       857.924          185.53999
  4704.05518       857.524          185.32001
  4696.08301       857.125          185.09000
  4688.12109       856.725          184.86000
  4680.16895       856.326          184.63000
  4672.22656       855.926          184.41000
  4664.29395       855.527          184.17999
  4656.37109       855.127          183.95000
  4648.45801       854.728          183.73000
  4640.55469       854.328          183.50000
  4632.66064       853.928          183.27000
  4624.77686       853.529          183.05000
  4616.90283       853.129          182.82001
  4609.03857       852.729          182.59000
  4601.18359       852.330          182.37000
  4593.33838       851.930          182.14000
  4585.50342       851.530          181.92000
  4577.67773       851.130          181.69000
  4569.86182       850.731          181.47000
  4562.05566       850.331          181.24001
  4554.25928       849.931          181.02000
  4546.47217       849.531          180.78999
  4538.69482       849.131          180.57001
  4530.92725       848.731          180.34000
  4523.16943       848.332          180.12000
  4515.42090       847.932          179.89999
  4507.68262       847.532          179.67000
  4499.95313       847.132          179.45000
  4492.23389       846.732          179.23000
  4484.52393       846.332          179.00000
  4476.82373       845.932          178.78000
  4469.13330       845.532          178.56000
  4461.45215       845.132          178.34000
  4453.78027       844.731          178.11000
  4446.11865       844.331          177.89000
  4438.46631       843.931          177.67000
  4430.82324       843.531          177.45000
  4423.18994       843.131          177.23000
  4415.56641       842.731          177.00999
  4407.95215       842.330          176.78999
  4400.34766       841.930          176.56000
  4392.75244       841.530          176.34000
  4385.16650       841.130          176.12000
  4377.59033       840.729          175.89999
  4370.02344       840.329          175.67999
  4362.46680       839.929          175.46001
  4354.91895       839.528          175.24001
  4347.38037       839.128          175.02000
  4339.85156       838.728          174.80000
  4332.33203       838.327          174.58000
  4324.82227       837.927          174.36000
  4317.32178       837.526          174.14000
  4309.83057       837.126          173.92000
  4302.34912       836.725          173.70000
  4294.87695       836.325          173.49001
  4287.41406       835.924          173.27000
  4279.96045       835.524          173.05000
  4272.51660       835.123          172.83000
  4265.08203       834.722          172.61000
  4257.65674       834.322          172.39999
  4250.24072       833.921          172.17999
  4242.83447       833.520          171.96001
  4235.43750       833.120          171.74001
  4228.04980       832.719          171.52000
  4220.67090       832.318          171.31000
  4213.30176       831.918          171.09000
  4205.94189       831.517          170.87000
  4198.59180       831.116          170.66000
  4191.25049       830.715          170.44000
  4183.91846       830.314          170.23000
  4176.59570       829.914          170.00999
  4169.28271       829.513          169.80000
  4161.97852       829.112          169.58000
  4154.68408       828.711          169.37000
  4147.39844       828.310          169.14999
  4140.12207       827.909          168.92999
  4132.85498       827.508          168.72000
  4125.59766       827.107          168.50999
  4118.34863       826.706          168.28999
  4111.10986       826.305          168.08000
  4103.87988       825.904          167.86000
  4096.65869       825.503          167.64999
  4089.44702       825.102          167.42999
  4082.24487       824.701          167.22000
  4075.05151       824.300          167.00999
  4067.86719       823.898          166.80000
  4060.69238       823.497          166.58000
  4053.52661       823.096          166.37000
  4046.37036       822.695          166.16000
  4039.22266       822.294          165.94000
  4032.08447       821.892          165.73000
  4024.95557       821.491          165.52000
  4017.83545       821.090          165.31000
  4010.72437       820.688          165.09000
  4003.62280       820.287          164.88000
  3996.53027       819.886          164.67000
  3989.44678       819.484          164.46001
  3982.37207       819.083          164.25000
  3975.30688       818.682          164.03999
  3968.25049       818.280          163.83000
  3961.20313       817.879          163.62000
  3954.16504       817.477          163.41000
  3947.13599       817.076          163.19000
  3940.11621       816.674          162.99001
  3933.10498       816.273          162.78000
  3926.10303       815.871          162.57001
  3919.11011       815.470          162.36000
  3912.12598       815.068          162.14999
  3905.15137       814.666          161.94000
  3898.18530       814.265          161.73000
  3891.22852       813.863          161.52000
  3884.28076       813.461          161.31000
  3877.34180       813.060          161.10001
  3870.41187       812.658          160.89000
  3863.49097       812.256          160.69000
  3856.57861       811.855          160.48000
  3849.67554       811.453          160.27000
  3842.78149       811.051          160.06000
  3835.89624       810.649          159.85001
  3829.02026       810.247          159.64999
  3822.15259       809.846          159.44000
  3815.29443       809.444          159.23000
  3808.44482       809.042          159.02000
  3801.60425       808.640          158.82001
  3794.77246       808.238          158.61000
  3787.94971       807.836          158.39999
  3781.13574       807.434          158.20000
  3774.33081       807.032          157.99001
  3767.53467       806.630          157.78999
  3760.74731       806.228          157.58000
  3753.96875       805.826          157.38000
  3747.19897       805.424          157.17000
  3740.43848       805.022          156.96001
  3733.68628       804.620          156.75999
  3726.94336       804.218          156.55000
  3720.20898       803.816          156.35001
  3713.48315       803.413          156.14999
  3706.76660       803.011          155.94000
  3700.05859       802.609          155.74001
  3693.35962       802.207          155.53000
  3686.66919       801.805          155.33000
  3679.98755       801.402          155.13000
  3673.31494       801.000          154.92000
  3666.65063       800.598          154.72000
  3659.99512       800.196          154.52000
  3653.34888       799.793          154.31000
  3646.71094       799.391          154.11000
  3640.08203       798.988          153.91000
  3633.46143       798.586          153.71001
  3626.84961       798.184          153.50000
  3620.24683       797.781          153.30000
  3613.65259       797.379          153.10001
  3607.06689       796.976          152.89999
  3600.48999       796.574          152.70000
  3593.92163       796.171          152.49001
  3587.36230       795.769          152.28999
  3580.81128       795.366          152.09000
  3574.26904       794.964          151.89000
  3567.73535       794.561          151.69000
  3561.21045       794.159          151.49001
  3554.69409       793.756          151.28999
  3548.18652       793.353          151.09000
  3541.68726       792.951          150.89000
  3535.19678       792.548          150.69000
  3528.71484       792.145          150.49001
  3522.24194       791.743          150.28999
  3515.77686       791.340          150.09000
  3509.32104       790.937          149.89000
  3502.87354       790.534          149.69000
  3496.43457       790.132          149.49001
  3490.00415       789.729          149.28999
  3483.58252       789.326          149.09000
  3477.16895       788.923          148.89999
  3470.76440       788.520          148.70000
  3464.36792       788.117          148.50000
  3457.98047       787.715          148.30000
  3451.60132       787.312          148.10001
  3445.23071       786.909          147.89999
  3438.86841       786.506          147.71001
  3432.51489       786.103          147.50999
  3426.16968       785.700          147.31000
  3419.83301       785.297          147.12000
  3413.50488       784.894          146.92000
  3407.18506       784.491          146.72000
  3400.87402       784.088          146.53000
  3394.57080       783.685          146.33000
  3388.27686       783.281          146.13000
  3381.99072       782.878          145.94000
  3375.71338       782.475          145.74001
  3369.44409       782.072          145.53999
  3363.18359       781.669          145.35001
  3356.93115       781.266          145.14999
  3350.68726       780.862          144.96001
  3344.45215       780.459          144.77000
  3338.22485       780.056          144.57001
  3332.00635       779.653          144.38000
  3325.79614       779.250          144.17999
  3319.59424       778.846          143.99001
  3313.40063       778.443          143.78999
  3307.21533       778.040          143.60001
  3301.03833       777.636          143.39999
  3294.87012       777.233          143.21001
  3288.70972       776.829          143.02000
  3282.55811       776.426          142.83000
  3276.41431       776.023          142.63000
  3270.27930       775.619          142.44000
  3264.15234       775.216          142.25000
  3258.03369       774.812          142.05000
  3251.92358       774.409          141.86000
  3245.82153       774.005          141.67000
  3239.72778       773.602          141.47000
  3233.64233       773.198          141.28000
  3227.56470       772.795          141.09000
  3221.49609       772.391          140.89999
  3215.43530       771.987          140.71001
  3209.38281       771.584          140.52000
  3203.33862       771.180          140.32001
  3197.30249       770.776          140.13000
  3191.27466       770.373          139.94000
  3185.25513       769.969          139.75000
  3179.24341       769.565          139.56000
  3173.24072       769.162          139.37000
  3167.24536       768.758          139.17999
  3161.25854       768.354          138.99001
  3155.28003       767.950          138.80000
  3149.30981       767.547          138.61000
  3143.34717       767.143          138.42000
  3137.39331       766.739          138.23000
  3131.44727       766.335          138.03999
  3125.50952       765.931          137.85001
  3119.57959       765.527          137.67000
  3113.65820       765.123          137.48000
  3107.74463       764.719          137.28999
  3101.83936       764.315          137.10001
  3095.94214       763.911          136.91000
  3090.05322       763.508          136.72000
  3084.17188       763.104          136.53999
  3078.29883       762.700          136.35001
  3072.43433       762.296          136.16000
  3066.57739       761.891          135.97000
  3060.72876       761.487          135.78000
  3054.88794       761.083          135.60001
  3049.05542       760.679          135.41000
  3043.23071       760.275          135.22000
  3037.41431       759.871          135.03999
  3031.60571       759.467          134.85001
  3025.80542       759.063          134.66000
  3020.01270       758.659          134.48000
  3014.22852       758.254          134.28999
  3008.45190       757.850          134.11000
  3002.68359       757.446          133.92000
  2996.92310       757.042          133.73000
  2991.17065       756.637          133.55000
  2985.42627       756.233          133.36000
  2979.68970       755.829          133.17999
  2973.96094       755.424          133.00000
  2968.24023       755.020          132.81000
  2962.52759       754.616          132.62000
  2956.82300       754.211          132.44000
  2951.12646       753.807          132.25999
  2945.43750       753.403          132.07001
  2939.75659       752.998          131.89000
  2934.08350       752.594          131.71001
  2928.41821       752.189          131.52000
  2922.76123       751.785          131.34000
  2917.11157       751.380          131.14999
  2911.47046       750.976          130.97000
  2905.83691       750.571          130.78999
  2900.21118       750.167          130.61000
  2894.59326       749.762          130.42000
  2888.98340       749.358          130.24001
  2883.38110       748.953          130.06000
  2877.78687       748.548          129.88000
  2872.20068       748.144          129.69000
  2866.62207       747.739          129.50999
  2861.05127       747.335          129.33000
  2855.48828       746.930          129.14999
  2849.93311       746.525          128.97000
  2844.38599       746.120          128.78999
  2838.84644       745.716          128.60001
  2833.31445       745.311          128.42000
  2827.79077       744.906          128.24001
  2822.27417       744.502          128.06000
  2816.76611       744.097          127.88000
  2811.26538       743.692          127.70000
  2805.77246       743.287          127.52000
  2800.28735       742.882          127.34000
  2794.80981       742.477          127.16000
  2789.34009       742.073          126.98000
  2783.87817       741.668          126.80000
  2778.42407       741.263          126.62000
  2772.97754       740.858          126.45000
  2767.53857       740.453          126.26000
  2762.10742       740.048          126.09000
  2756.68408       739.643          125.91000
  2751.26855       739.238          125.73000
  2745.86060       738.833          125.55000
  2740.46021       738.428          125.37000
  2735.06714       738.023          125.20000
  2729.68213       737.618          125.02000
  2724.30493       737.213          124.84000
  2718.93506       736.808          124.66000
  2713.57300       736.403          124.49000
  2708.21851       735.998          124.31000
  2702.87158       735.593          124.13000
  2697.53247       735.188          123.95000
  2692.20093       734.782          123.78000
  2686.87671       734.377          123.60000
  2681.56055       733.972          123.43000
  2676.25171       733.567          123.25000
  2670.95044       733.162          123.07000
  2665.65674       732.756          122.90000
  2660.37061       732.351          122.72000
  2655.09229       731.946          122.54000
  2649.82129       731.541          122.37000
  2644.55786       731.135          122.19000
  2639.30200       730.730          122.02000
  2634.05371       730.325          121.84000
  2628.81299       729.919          121.67000
  2623.57959       729.514          121.49000
  2618.35400       729.109          121.32000
  2613.13574       728.703          121.14000
  2607.92505       728.298          120.97000
  2602.72168       727.892          120.80000
  2597.52612       727.487          120.62000
  2592.33765       727.082          120.45000
  2587.15698       726.676          120.28000
  2581.98364       726.271          120.10000
  2576.81787       725.865          119.93000
  2571.65942       725.460          119.76000
  2566.50854       725.054          119.58000
  2561.36523       724.649          119.41000
  2556.22900       724.243          119.23000
  2551.10059       723.838          119.06000
  2545.97925       723.432          118.89000
  2540.86548       723.026          118.72000
  2535.75903       722.621          118.55000
  2530.66016       722.215          118.38000
  2525.56836       721.810          118.20000
  2520.48438       721.404          118.03000
  2515.40747       720.998          117.86000
  2510.33813       720.592          117.69000
  2505.27612       720.187          117.52000
  2500.22144       719.781          117.35000
  2495.17407       719.375          117.18000
  2490.13403       718.970          117.00000
  2485.10132       718.564          116.83000
  2480.07617       718.158          116.66000
  2475.05835       717.752          116.50000
  2470.04761       717.347          116.32000
  2465.04443       716.941          116.15000
  2460.04834       716.535          115.98000
  2455.05957       716.129          115.82000
  2450.07813       715.723          115.65000
  2445.10400       715.317          115.48000
  2440.13721       714.911          115.31000
  2435.17749       714.506          115.14000
  2430.22534       714.100          114.97000
  2425.28027       713.694          114.80000
  2420.34253       713.288          114.63000
  2415.41211       712.882          114.46000
  2410.48877       712.476          114.30000
  2405.57275       712.070          114.13000
  2400.66406       711.664          113.96000
  2395.76245       711.258          113.79000
  2390.86792       710.852          113.62000
  2385.98071       710.446          113.46000
  2381.10107       710.040          113.29000
  2376.22827       709.634          113.12000
  2371.36255       709.228          112.96000
  2366.50439       708.822          112.79000
  2361.65308       708.415          112.62000
  2356.80908       708.009          112.45000
  2351.97217       707.603          112.29000
  2347.14233       707.197          112.12000
  2342.32007       706.791          111.96000
  2337.50439       706.385          111.79000
  2332.69629       705.978          111.62000
  2327.89526       705.572          111.46000
  2323.10107       705.166          111.29000
  2318.31421       704.760          111.13000
  2313.53442       704.354          110.96000
  2308.76172       703.947          110.80000
  2303.99609       703.541          110.63000
  2299.23779       703.135          110.47000
  2294.48633       702.728          110.30000
  2289.74219       702.322          110.14000
  2285.00488       701.916          109.97000
  2280.27466       701.509          109.81000
  2275.55151       701.103          109.65000
  2270.83545       700.697          109.48000
  2266.12646       700.290          109.32000
  2261.42456       699.884          109.16000
  2256.72949       699.478          108.99000
  2252.04150       699.071          108.83000
  2247.36060       698.665          108.67000
  2242.68677       698.258          108.50000
  2238.02002       697.852          108.34000
  2233.36011       697.445          108.18000
  2228.70728       697.039          108.02000
  2224.06128       696.632          107.86000
  2219.42236       696.226          107.69000
  2214.79028       695.819          107.53000
  2210.16553       695.413          107.37000
  2205.54761       695.006          107.20000
  2200.93652       694.600          107.04000
  2196.33228       694.193          106.88000
  2191.73511       693.786          106.72000
  2187.14502       693.380          106.56000
  2182.56152       692.973          106.40000
  2177.98535       692.567          106.24000
  2173.41577       692.160          106.08000
  2168.85327       691.753          105.92000
  2164.29761       691.347          105.76000
  2159.74902       690.940          105.60000
  2155.20703       690.533          105.44000
  2150.67212       690.127          105.28000
  2146.14404       689.720          105.12000
  2141.62280       689.313          104.96000
  2137.10840       688.906          104.80000
  2132.60107       688.500          104.64000
  2128.10034       688.093          104.48000
  2123.60645       687.686          104.32000
  2119.11963       687.279          104.16000
  2114.63940       686.873          104.00000
  2110.16602       686.466          103.85000
  2105.69946       686.059          103.69000
  2101.23999       685.652          103.53000
  2096.78711       685.245          103.37000
  2092.34106       684.838          103.21000
  2087.90186       684.431          103.06000
  2083.46924       684.025          102.90000
  2079.04346       683.618          102.74000
  2074.62476       683.211          102.58000
  2070.21240       682.804          102.43000
  2065.80713       682.397          102.27000
  2061.40845       681.990          102.11000
  2057.01660       681.583          101.96000
  2052.63135       681.176          101.80000
  2048.25293       680.769          101.64000
  2043.88123       680.362          101.49000
  2039.51636       679.955          101.33000
  2035.15808       679.548          101.18000
  2030.80652       679.141          101.02000
  2026.46179       678.734          100.86000
  2022.12354       678.327          100.71000
  2017.79211       677.920          100.55000
  2013.46741       677.513          100.40000
  2009.14929       677.106          100.24000
  2004.83789       676.698          100.09000
  2000.53308       676.291           99.93100
  1996.23499       675.884           99.77600
  1991.94348       675.477           99.62100
  1987.65894       675.070           99.47000
  1983.38062       674.663           99.31500
  1979.10913       674.256           99.16000
  1974.84436       673.848           99.00500
  1970.58606       673.441           98.85300
  1966.33435       673.034           98.69800
  1962.08923       672.627           98.54600
  1957.85083       672.220           98.39400
  1953.61902       671.812           98.23900
  1949.39380       671.405           98.08600
  1945.17505       670.998           97.93400
  1940.96301       670.591           97.78200
  1936.75745       670.183           97.63000
  1932.55859       669.776           97.47700
  1928.36609       669.369           97.32500
  1924.18030       668.961           97.17200
  1920.00098       668.554           97.01900
  1915.82813       668.147           96.86600
  1911.66187       667.739           96.71700
  1907.50220       667.332           96.56400
  1903.34912       666.924           96.41100
  1899.20239       666.517           96.26200
  1895.06226       666.110           96.11200
  1890.92847       665.702           95.95900
  1886.80139       665.295           95.80900
  1882.68066       664.887           95.65900
  1878.56653       664.480           95.50900
  1874.45874       664.073           95.35900
  1870.35742       663.665           95.20900
  1866.26270       663.258           95.05800
  1862.17444       662.850           94.90800
  1858.09253       662.443           94.75800
  1854.01697       662.035           94.60700
  1849.94800       661.628           94.45600
  1845.88550       661.220           94.30900
  1841.82922       660.813           94.15900
  1837.77954       660.405           94.01100
  1833.73621       659.997           93.86000
  1829.69934       659.590           93.71300
  1825.66882       659.182           93.56500
  1821.64465       658.775           93.41400
  1817.62683       658.367           93.26600
  1813.61572       657.959           93.11900
  1809.61060       657.552           92.97100
  1805.61206       657.144           92.82300
  1801.61987       656.736           92.67500
  1797.63391       656.329           92.52700
  1793.65442       655.921           92.38200
  1789.68115       655.513           92.23400
  1785.71423       655.106           92.08600
  1781.75378       654.698           91.94100
  1777.79956       654.290           91.79200
  1773.85168       653.883           91.64700
  1769.91003       653.475           91.49900
  1765.97485       653.067           91.35300
  1762.04590       652.659           91.20500
  1758.12317       652.252           91.05900
  1754.20691       651.844           90.91400
  1750.29675       651.436           90.76800
  1746.39294       651.028           90.62300
  1742.49536       650.621           90.47700
  1738.60413       650.213           90.33100
  1734.71899       649.805           90.18600
  1730.84033       649.397           90.04000
  1726.96765       648.989           89.89700
  1723.10144       648.581           89.75100
  1719.24133       648.174           89.60500
  1715.38757       647.766           89.46200
  1711.53979       647.358           89.31600
  1707.69836       646.950           89.17300
  1703.86316       646.542           89.03100
  1700.03418       646.134           88.88400
  1696.21155       645.726           88.74100
  1692.39490       645.318           88.59800
  1688.58447       644.910           88.45500
  1684.78015       644.502           88.31100
  1680.98206       644.094           88.16800
  1677.19006       643.686           88.02500
  1673.40430       643.278           87.88100
  1669.62476       642.870           87.73700
  1665.85120       642.462           87.59800
  1662.08398       642.054           87.45400
  1658.32275       641.646           87.31000
  1654.56763       641.238           87.17000
  1650.81873       640.830           87.02600
